,name,price,colour,description,about_me,brand,category
1435,ASOS DESIGN Curve recycled maxi chiffon beach sarong,29.64,Black,Part of our responsible edit    High-rise waist    Tie fastening    Side split    Regular fit    Just select your usual size,"           Lightweight chiffon Made from recycled polyester Plastic bottles and textile waste are processed into plastic chips and melted into new fibres This saves water and energy and reduces greenhouse gas emissions, too Cool, right? Main: 100% Polyester.",ASOS DESIGN Curve,skirts
1436,Missguided velvet pleated midi skirt in berry,51.88,Berry,It's already got your attention Pleated design High-rise belted waist    Regular fit Just select your usual size,           Satin-style fabric Silky and super smooth Main: 100% Polyester.,Missguided,skirts
1437,NA-KD checked button through mini skirt with belt in off white,51.88,Beige,Daytime dressing made easy    High rise Belted waist Button placket Functional pockets Mini length Regular fit Just select your usual size,"           Crisp cotton It's got a little give  Main: 97% Cotton, 3% Elastane.",NA-KD,skirts
1438,Free People Medley mixed print midi skirt,200.09,Multi,For your daytime thing Mixed-print design High-rise waist Zip-side fastening Regular fit Just select your usual size,"           Lightweight viscose Soft and drapey Body: 100% Viscose, Lining: 100% Viscose.",Free People,skirts
1439,Wednesday's Girl midaxi skirt in bright floral,33.35,Black bright floral,For your daytime thing    Regular rise Button placket Functional pockets Printed design Midi length Regular fit Just select your usual size Exclusive to ASOS,           Smooth woven fabric The kind that doesn't stretch  Body: 100% Polyester.,Wednesday's Girl,skirts
1440,Lost Ink Plus belted midi skirt in faux leather,70.4,Black,Dress it up or down High rise Belted waist Pleat design Zip-back fastening Regular fit True to size,           Smooth faux leather Matte finish Body: 100% Polyurethane.,Lost Ink. Plus,skirts
1441,Outrageous Fortune pleated midi skirt with contrast waistband in silver,64.84,Silver,Worth making plans for    High rise Stretch waistband Pleated design    Regular fit Just select your usual size,"           Lightweight woven fabric The kind that stretches  Fabric: 96% Polyester, 4% Elastane.",Outrageous Fortune,skirts
1442,Sacred Hawk pu snake midi skirt,83.37,Orange snake pu,It's already got your attention High-rise waist Zip fastening Snake print Slim fit Cut close to the body,"           Faux leather Looks like real leather, but it's not Pointing out the obvious Body: 100% Polyurethane.",Sacred Hawk,skirts
1443,Lost Ink pu mini skirt with conrtast stitching,62.99,Black,Easily dressed up or down High-rise waistband    Pin-buckle fastening     Side pockets Zip back     Regular fit Just select your usual size,"           Faux leather Looks like real leather, but it's not Pointing out the obvious Body: 100% Polyurethane.",Lost Ink.,skirts
1444,Liquor N Poker Plus denim mini skirt in acid wash co-ord,55.58,Acid pink,Part of a co-ord set Jacket sold separately High rise Concealed fly Functional pockets Regular fit Just select your usual size Exclusive to ASOS,"           Non-stretch denim Thick, rigid cotton  Main: 100% Cotton.",Liquor N Poker,skirts
1445,ASOS DESIGN co-ord glow in pink,46.32,Pink,nan,,ASOS DESIGN,skirts
1446,Fashion Union a-line mini skirt in pu,51.88,Blue,Add-to-bag potential: considerable High-rise waist Split detail Zip-side fastening Slim fit Cut close to the body,"           Glossy vinyl It's high-shine season Body: 60% Cotton, 40% Polyurethane, Lining: 100% Polyester.",Fashion Union,skirts
1447,PrettyLittleThing Plus leather look skirt in pink,29.64,Pink,Worth making plans for High rise     Stretch waistband     Mini cut     Bodycon fit A tight cut to the body,"           Faux leather Looks like real leather, but it's not Pointing out the obvious Main: 95% Polyester, 5% Elastane.",PrettyLittleThing,skirts
1448,Stradivarius faux leather skirt in black,33.33,Black,Worth making plans for     High-rise waist Zip-side fastening Slim fit Cut close to the body,"           Faux leather Looks like real leather, but it's not Pointing out the obvious Coating: 100% Polyurethane Coating, Main: 100% Viscose.",Stradivarius,skirts
1449,ASOS DESIGN city maxi satin slip skirt with rouleau loop buttons,59.29,Neon orange,It's already got your attention Unlined for a lightweight feel    High rise    Button-through front    Thigh-high/Knee-high split    Zip side with hook-and-eye fastening Slim fit Cut close to the body,           Satin-style fabric Silky and super smooth Main: 100% Polyester.,ASOS DESIGN,skirts
1450,River Island bias cut midi skirt in bright pink,51.88,Pink,It's everything you've been scrolling for High rise Stretch waist Regular fit Just select your usual size,           Satin-style fabric Silky and super smooth  Main: 100% Polyester.,River Island,skirts
1451,Boohoo exclusive satin midi skirt in pale gold,37.05,Gold,Easily dressed up or down Plain design    High-rise waist Regular fit Just select your usual size,           Satin-style fabric Silky and super smooth Main: 100% Polyester.,boohoo,skirts
1452,ASOS DESIGN tailored a-line mini skirt,33.35,Black,Add-to-bag potential: considerable High-rise waistband        A-line cut Zip-back fastening    Regular fit     Just select your usual size,"           Smooth woven fabric The kind that stretches  Main: 74% Polyester, 19% Viscose, 7% Elastane.",ASOS DESIGN,skirts
1453,New Look Petite spot print button through mini skirt in white,29.62,Black,For your daytime thing     High rise Stretch-back waist    Button front Regular fit Just select your usual size,           Lightweight viscose Soft and drapey Main: 100% Viscose.,New Look,skirts
1454,New Look Curve cord mini skirt in black,37.04,Black,Worth making plans for Zip-back fastening Zip pockets Regular fit Just select your usual size,"           Soft, ribbed corduroy Big in the 70s, better now Main: 100% Cotton.",New Look,skirts
1455,Missguided Petite wrap faux leather midi skirt in rust,59.29,Multi,For your daytime thing High rise Button fastening Wrap front    Regular fit Just select your usual size,"           Faux leather  Let's be honest, no one can tell the difference  Main: 100% Polyurethane.",Missguided Petite,skirts
1456,Missguided Tall velvet pleated midi skirt in silver,51.88,Silver,Add-to-bag potential: considerable Pleated design High-rise waist Zip-side fastening Regular fit Just select your usual size,"           Soft velvet It’s a serious crush Main: 95% Polyester, 5% Elastane.",Missguided,skirts
1457,Monki contrast stitch denim mini skirt in black,55.58,Black,Part of our responsible edit High rise Button fastening Concealed fly Contrast stitching Side pockets Regular fit Just select your usual size,"           Non-stretch denim Made with organic cotton Grown with less water and no pesticides It's a win-win, improving the environment for both wildlife and cotton farmers Main: 65% Polyester, 35% Organic Cotton.",Monki,skirts
1458,ASOS DESIGN Tall denim original high waisted skirt in midwash blue,46.32,Midwash blue,Some serious daytime inspiration right here    High-rise waist    Concealed fly    Contrast tobacco stitching    It's all in the details    Functional pockets    Regular fit - true to size,"           Non-stretch denim Thick, structured cotton Main: 100% Cotton.",ASOS DESIGN,skirts
1459,Boohoo wrap midi skirt in black polka dot,37.05,Multi,Add-to-bag potential: considerable High rise Wrap deign Tie waist Regular fit Just select your usual size,           Lightweight woven fabric Drapes softly over the body   Main: 100% Polyester.,boohoo,skirts
1460,PrettyLittleThing knitted skirt co-ord in cream,33.35,Cream,Part of a co-ord set Top sold separately    Ribbed finish High rise Stretch waistband    Side split Midi length Slim fit Cut close to the body,           Lightweight knit Soft-touch style  Main: 100% Acrylic.,PrettyLittleThing,skirts
1461,Club L London Petite sequin mini skirt in white,46.32,White,"If in doubt, go all out Mid-rise waist Zip-back fastening Bodycon fit A tight cut to the body",           Sequin-embellished fabric The kind that doesn't stretch  Fabric: 100% Polyester.,Club L,skirts
1462,New Look Petite satin pleated midi skirt in black,42.59,Black,For your daytime thing High rise Elasticated waist Pleated design Regular fit Just select your usual size,           Satin-style fabric Silky and super smooth Main: 100% Polyester.,New Look,skirts
1463,Capulet lara spot jaquard slip skirt,196.39,Gold polka dot,Add-to-bag potential: considerable High rise Zip-back fastening Regular fit Just select your usual size,           Silky jacquard Drapey fabric with a woven-in pattern Body: 100% Viscose.,Capulet,skirts
1464,Fashionkilla Petite mini tube skirt in fluro orange,27.79,Orange,Cue the party playlist High rise Stretch waistband Mini length Regular fit Just select your usual size Exclusive to ASOS,"           Slinky, stretchy fabric Super-smooth feel Clings to the body Fabric: 95% Polyester, 5% Elastane.",Fashionkilla,skirts
1465,ASOS DESIGN shirred bask maxi skirt,37.05,Black,"It’s everything you’ve been scrolling for Unlined for a lightweight feel Shirred, stretch waistband Regular fit Just select your usual size","           Go-with-everything jersey It's a soft all-rounder Main: 95% Viscose, 5% Elastane.",ASOS DESIGN,skirts
1466,South Beach snake print wrap beach sarong,33.35,Multi,Which way to the beach?Snake print High-rise waist Crossover front Tie closure Regular fit Just select your usual size Exclusive to ASOS,           Slightly sheer chiffon It's light and floaty Main: 100% Polyester.,South Beach,skirts
1467,ASOS DESIGN co-ord rib mini skirt with wrap detail,44.46,Brown,Part of a co-ord set Jumper sold separately Elasticated waistband Crossover front Regular fit Just select your usual size,"           Ribbed knit For a textural switch-up  Body: 48% Viscose, 31% Polyester, 21% Nylon.",ASOS DESIGN,skirts
1468,ASOS DESIGN utility linen wrap mini skirt,46.32,Blush,For your daytime thing     High-rise waist    Wrap design Tie detail    Regular fit Just select your usual size,"           Linen-rich fabric It's breathable and natural  Main: 57% Linen, 43% Viscose.",ASOS DESIGN,skirts
1469,In The Style Plus knitted ribbed midi skirt in white,44.45,White,Add-to-bag potential: considerable High rise Stretch waistband    Kick split Regular fit Just select your usual size,           Ribbed knit Soft-touch style   Fabric: 100% Acrylic.,In The Style Plus,skirts
1470,Daisy Street Plus midaxi skirt in ditsy floral,37.04,Light blue floral,Easily dressed up or down    High-rise waist Front split Regular fit Just select your usual size,           Lightweight woven fabric The kind that doesn't stretch  Body: 100% Polyester.,Daisy Street,skirts
1471,TTYA wrapover midi skirt in in rich yellow,111.16,Yellow,It's already got your attention    High rise Tie waist Wrap design Split to front Regular fit Just pick your usual size,           Satin-style fabric Glossy on the surface Drapes like a dream Fabric: 100% Rayon.,TTYA,skirts
1472,ASOS DESIGN high waisted pencil skirt,33.35,Nude,Work-to-weekend vibes High-rise waist Zip-back fastening Bodycon fit A tight cut to the body,"           Soft woven fabric The kind that stretches  Body: 72% Viscose, 24% Nylon, 4% Elastane.",ASOS DESIGN,skirts
1473,Micha Lounge midi skirt coord with side stripe,55.58,Light grey,Part of a co-ord set Jumper sold separately High rise Contrast stripe to side Split hem Regular fit Just select your usual size Exclusive to ASOS,           Soft knit Cosy level: considerable  Body: 100% Acrylic.,Micha Lounge,skirts
1474,Lipsy pu zip through mini skirt in black,64.84,Black,Add-to-bag potential: considerable High rise Belt loops Side and back pockets Zip fastening to front Regular fit Just select your usual size,,Lipsy,skirts
1475,Outrageous Fortune pleated midi skirt in metallic polka print,70.4,Multi,No need for a dress to impress High-rise waist Polka-dot print Pleated design    Regular fit Just select your usual size,           Lightweight woven fabric The kind that doesn't stretch   Fabric: 100% Polyester.,Outrageous Fortune,skirts
