web-scraper-order,web-scraper-start-url,link,link-href,title,brand,price,description,material,colour,category
"1573746450-12545","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","35% OFFDorothy PerkinsPink Paisley Print TopS$ 39.90NOW S$ 25.90UK Sizes:10121416","https://www.zalora.sg/dorothy-perkins-pink-paisley-print-top-pink-1078833.html","Pink Paisley Print Top","Dorothy Perkins","S$ 39.90","- Knot shoulder paisley printed top
- V-neckline
- Unlined
- Slim fit
- Polyblend
- Model wears a UK 8 and is 177cm tall","96% Polyester, 4% Elastane","Pink","Tops"
"1573765150-16767","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","TOPSHOPIdol Long Sleeve Dragon Mesh T-ShirtS$ 33.90UK Sizes:6810","https://www.zalora.sg/topshop-idol-long-sleeve-dragon-mesh-t-shirt-black-1255379.html","Idol Long Sleeve Dragon Mesh T-Shirt","TOPSHOP","S$ 33.90","- Graphic-printed casual tee
- Round neckline
- Regular fit
- Slip-on style
- Long sleeves
- Lettuce hem & cuffs
- Polyester","100% Polyester","Black","Tops"
"1573780208-18412","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","60% OFFA-IN GIRLSFashion Round Neck SweaterS$ 199.00NOW S$ 80.00International Sizes:L","https://www.zalora.sg/a-in-girls-fashion-round-neck-sweater-blue-1243768.html","Fashion Round Neck Sweater","A-IN GIRLS","S$ 199.00","The Latest Korean Fashion Hot Selection 
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier","52.3% viscose, 29.9% polyester, 17.8% nylon","blue","null"
"1573780177-18409","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","40% OFFZALORAHigh Neck Top with Tie at SleevesS$ 34.90NOW S$ 20.90International Sizes:XSSMLXL","https://www.zalora.sg/zalora-high-neck-top-with-tie-at-sleeves-black-yellow-1117162.html","High Neck Top with Tie at Sleeves","ZALORA","S$ 34.90","- Printed top with tie detail
- High neckline
- Regular fit
- Neck button fastening
- Half tied sleeves
- Polyester","100% Polyester","Black/Yellow","Tops"
"1573756642-15135","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","37% OFFVero ModaCarolina 3/4 TopS$ 59.00NOW S$ 36.90International Sizes:SMXL","https://www.zalora.sg/vero-moda-carolina-3-4-top-black-1216072.html","Carolina 3/4 Top","Vero Moda","S$ 59.00","- Solid-colored top with pleat detail
- V-neckline with collar
- Regular fit
- Slip-on style
- Quarter cuffed sleeves
- Lyocell blend
- Model wears an S and is 174cm tall","60% Lyocell, 30% Viscose, 10% Linen","Black","Tops"
"1573751394-13837","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","58% OFFGrace & MilaV neckline tee-shirt with lurexS$ 49.90NOW S$ 20.90International Sizes:SM","https://www.zalora.sg/grace-mila-v-neckline-tee-shirt-with-lurex-navy-1117378.html","V neckline tee-shirt with lurex","Grace & Mila","S$ 49.90","- Solid-colour top with glittery trim
- V neckline
- Regular fit
- Slip on style
- Cotton
- Model wears an S and is 174cm tall","100% Cotton","Navy","Tops"
"1573771843-17553","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","66% OFFZALORAButterfly Sleeves BlouseS$ 34.90NOW S$ 11.90International Sizes:XSSMLXL","https://www.zalora.sg/zalora-butterfly-sleeves-blouse-navy-1002728.html","Butterfly Sleeves Blouse","ZALORA","S$ 34.90","- Solid-tone V-neck top
- Unlined
- V neckline
- Regular fit
- Slip on
- Polyester
- Model wears an S and is 170cm tall","Polyester","Navy","null"
"1573745698-12342","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","27% OFFSuperdryV Logo Retro Rainbow Entry TeeS$ 59.00NOW S$ 42.90UK Sizes:8101214","https://www.zalora.sg/superdry-v-logo-retro-rainbow-entry-tee-pink-1025597.html","V Logo Retro Rainbow Entry Tee","Superdry","S$ 59.00","- Speckled graphic tee
- Round neckline
- Slim fit
- Cotton blend
- Model wears a UK 8 and is 173cm tall","51% Cotton, 49% Polyester","Neon Pink Snowy","Tops"
"1573765646-16834","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","43% OFFSomething BorrowedButton Down Denim Crop TopS$ 32.90NOW S$ 18.90International Sizes:XSSMLXL","https://www.zalora.sg/something-borrowed-button-down-denim-crop-top-blue-1118262.html","Button Down Denim Crop Top","Something Borrowed","S$ 32.90","- Button down denim crop top
- V neckline
- Unlined
- Slim fit
- Button fastening
- Sleeveless
- Cotton","100% Cotton Woven","Light Blue","Tops"
"1573752564-14148","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","57% OFFZALORARuched Overlap TopS$ 34.90NOW S$ 14.90International Sizes:XSSMLXL","https://www.zalora.sg/zalora-ruched-overlap-top-beige-1063142.html","Ruched Overlap Top","ZALORA","S$ 34.90","- Wrap top with ruched detail
- V-neckline
- Regular fit
- Self-tie waist closure
- Short gathered sleeves
- Peplum hem
- Polyester","100% Polyester","Cream","Tops"
"1573753047-14275","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","UniqTeeEverything Is Fine Drop Shoulder Crop TopS$ 13.90International Sizes:SMLXL","https://www.zalora.sg/uniqtee-everything-is-fine-drop-shoulder-crop-top-purple-1294702.html","Everything Is Fine Drop Shoulder Crop Top","UniqTee","S$ 13.90","- Statement print short sleeve cropped T-shirt
- Unlined
- Crew neckline
- Regular fit
- Cotton
- Model wears an S and is 176cm tall","100% Cotton","Purple","Tops"
"1573747608-12834","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","26% OFFNAINLong Sleeve Ribbed Knit TopS$ 37.90NOW S$ 27.90International Sizes:One size","https://www.zalora.sg/nain-long-sleeve-ribbed-knit-top-brown-1201260.html","Long Sleeve Ribbed Knit Top","NAIN","S$ 37.90","- Solid tone knitted ribbed top
- High neckline
- Slim fit
- Slip on style
- Acrylic blend
- Model wears a size one and is 174cm tall","82% Acrylic, 18% Nylon","Brown","null"
"1573761649-16181","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","15% OFFESPRITRelax and Unwind BlouseS$ 64.95NOW S$ 54.95International Sizes:XSSM","https://www.zalora.sg/esprit-relax-and-unwind-blouse-beige-1203721.html","Relax and Unwind Blouse","ESPRIT","S$ 64.95","- Blouse with allover print
- Sizing runs one size larger
- Stand collar
- Regular fit
- Front button fastening
- Viscose
- Model wears an S and is 178cm tall","100% Viscose","Pale Khaki","Tops"
"1573773022-17685","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","TOPSHOPYosemtime TeeS$ 26.90UK Sizes:681012","https://www.zalora.sg/topshop-yosemtime-tee-green-1294755.html","Yosemtime Tee","TOPSHOP","S$ 26.90","- Graphic print short sleeve T-shirt
- Unlined
- Crew neckline
- Regular fit
- Cotton","100% Cotton","Forest","Tops"
"1573764847-16720","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","36% OFFBanana RepublicPintuck Tie Neck TopS$ 123.90NOW S$ 78.90International Sizes:XXSXSSMXL","https://www.zalora.sg/banana-republic-pintuck-tie-neck-top-black-1222455.html","Pintuck Tie Neck Top","Banana Republic","S$ 123.90","- Solid tone blouse with decorative pleats
- High neckline
- Regular fit
- Slip on style
- Self tie neck closure
- Polyester
- Model wears an S and is 174cm tall","100% Polyester","Black","Tops"
"1573752553-14145","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","MangoTurtleneck Ribbed TopS$ 29.90International Sizes:SML","https://www.zalora.sg/mango-turtleneck-ribbed-top-black-1185344.html","Turtleneck Ribbed Top","Mango","S$ 29.90","- Solid tone rib textured top
- Sizing runs one size larger
- High neckline
- Unlined
- Slim fit
- Slip on style
- Viscose blend","77% Viscose, 19% Polyester, 4% Elastane","Black","Tops"
"1573772700-17649","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","30% OFFSomething BorrowedAsymmetric Cut Out Shell TopS$ 29.90NOW S$ 20.90International Sizes:XSSMLXL","https://www.zalora.sg/something-borrowed-asymmetric-cut-out-shell-top-red-pink-1139230.html","Asymmetric Cut Out Shell Top","Something Borrowed","S$ 29.90","- Color-blocked asymmetric top
- Round neckline
- Regular fit
- Slip-on style
- Sleeveless
- Polyester","100% Polyester","Blush/Raspberry","Tops"
"1573759043-15668","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","31% OFFMISSGUIDEDMesh Panelled Lace Cup BodysuitS$ 47.90NOW S$ 32.90UK Sizes:68","https://www.zalora.sg/missguided-mesh-panelled-lace-cup-bodysuit-black-1183014.html","Mesh Panelled Lace Cup Bodysuit","MISSGUIDED","S$ 47.90","- Solid tone sheer mesh bodysuit
- Unlined
- Sweetheart neckline
- Slim fit
- Snapbutton fastening
- Polyester blend
- Model wears a UK 8 and is 173cm tall","100% Polyester","Black","Tops"
"1573764763-16708","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","10% OFFONLYDemi Long Sleeve ShirtS$ 49.00NOW S$ 43.90EU Sizes:34363840","https://www.zalora.sg/only-demi-long-sleeve-shirt-brown-1262765.html","Demi Long Sleeve Shirt","ONLY","S$ 49.00","- Leopard print long sleeves shirt
- Collar neckline
- Regular fit
- Button fastening
- Polyester
- Model wears a size 36 and is 173cm tall","100% Polyester","Bone Brown","Tops"
"1573777798-18154","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","27% OFFForever NewLucy Button Front Essential TopS$ 59.99NOW S$ 43.90International Sizes:ML","https://www.zalora.sg/forever-new-lucy-button-front-essential-top-blue-1156115.html","Lucy Button Front Essential Top","Forever New","S$ 59.99","- Solid tone button detail slinky top
- Mandarin collared neckline
- Unlined
- Regular fit
- Front button fastening
- Polyester","100% Polyester","Light Blue","Tops"
"1573760426-15957","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","50% OFFGUESSEmbroidered Classic Guess Triangle Logo TeeS$ 98.00NOW S$ 48.90International Sizes:XSSM","https://www.zalora.sg/guess-embroidered-classic-guess-triangle-logo-tee-white-1105939.html","Embroidered Classic Guess Triangle Logo Tee","GUESS","S$ 98.00","- Solid-colour tee with embroidered patch
- Scoop neckline
- Regular fit
- Slip on style
- Cotton
- Model wears an S and is 170cm tall","100% Cotton","White","Tops"
"1573754945-14750","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","61% OFFHouse of Harlow 1960X REVOLVE Jonah Top(Revolve)S$ 140.00NOW S$ 54.00International Sizes:XSSM","https://www.zalora.sg/house-of-harlow-1960-x-revolve-jonah-top-revolve-black-1083902.html","X REVOLVE Jonah Top(Revolve)","House of Harlow 1960","S$ 140.00","Self: 100% cottonLining: 100% viscoseHand wash coldHalter neck with button closureEmbroidered stripe and floral detailBack tie closureImported","Cotton","Black","Tops"
"1573751943-13984","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","60% OFFA-IN GIRLSStriped Crew Neck SweaterS$ 199.00NOW S$ 80.00International Sizes:MLXL","https://www.zalora.sg/a-in-girls-striped-crew-neck-sweater-multi-1269329.html","Striped Crew Neck Sweater","A-IN GIRLS","S$ 199.00","The Latest Korean Fashion Hot Selection 
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier","52.8% Viscose, 28.7% Polyester, 18.5% Nylon","multi","null"
"1573749025-13201","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","65% OFFZALORAShort Sleeves Blouse With Contrasting ButtonsS$ 29.90NOW S$ 10.40International Sizes:XSSMLXL","https://www.zalora.sg/zalora-short-sleeves-blouse-with-contrasting-buttons-green-1002940.html","Short Sleeves Blouse With Contrasting Buttons","ZALORA","S$ 29.90","- Solid tone pocket detail blouse
- Standard collared neckline
- Unlined
- Regular fit
- Button fastening
- 2 button chest pockets
- Polyester
- Model wears an S and is 181cm tall","Polyester","Teal","Tops"
"1573743186-11611","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","33% OFFSomething BorrowedStripe Trim High Neck Boxy TeeS$ 24.90NOW S$ 16.70International Sizes:XSSMLXL","https://www.zalora.sg/something-borrowed-stripe-trim-high-neck-boxy-tee-white-1110513.html","Stripe Trim High Neck Boxy Tee","Something Borrowed","S$ 24.90","- Raglan-sleeved tee with zip detail
- Round neckline
- Regular fit
- Zip up fastening
- Polyester blend","95% Polyester 5% Spandex","Off White","Tops"
"1573768920-17221","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","17% OFFSponsoredReebokClassics Reebok TeeS$ 35.00NOW S$ 28.90International Sizes:L","https://www.zalora.sg/reebok-classics-reebok-tee-white-1000489.html/?ad_id=display_pP5qgQX7jDPJtlON5iMOasxSUoI1M0UwMEFBMENDNjZGOUdT","Classics Reebok Tee","Reebok","S$ 35.00","- Monochrome tee with brand print
- Round neckline
- Regular fit
- Slip-on style
- Short sleeves
- Cotton","100% Cotton","White","Tops"
"1573743450-11691","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","43% OFFSomething BorrowedSide Tie Toga Long Sleeve BlouseS$ 32.90NOW S$ 18.90International Sizes:XSSMLXL","https://www.zalora.sg/something-borrowed-side-tie-toga-long-sleeve-blouse-pink-navy-1118452.html","Side Tie Toga Long Sleeve Blouse","Something Borrowed","S$ 32.90","- Polka dot print one shoulder blouse with side tie
- One shoulder neckline
- Unlined
- Regular fit
- Side zip and tie fastening
- Polyester","100% Polyester","Navy/Pink","Tops"
"1573754766-14708","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","Bove by Spring MaternityEdyth TopS$ 56.90International Sizes:XSSMLXL","https://www.zalora.sg/bove-by-spring-maternity-edyth-top-orange-1038078.html","Edyth Top","Bove by Spring Maternity","S$ 56.90","Zest up your wardrobe with this fun, bright top to take you straight from work to a date night. Pump this with low heels for a sophisticated maternity look. The versatility of this top will take you well post-pregnancy too.

- Sleeveless top
- Transitional from pregnancy to post-pregnancy
- Front lace detail panel
- Collar bone neckline
- Button closure on the back
- Hidden vertical nursing access
- Double nursing and pumping access","Shell fabric: 64% Tencel, 36% ViscoseTrim: 100% Cotton","Tangerine","null"
"1573765627-16831","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","MangoBeaded ShirtS$ 89.90International Sizes:XL","https://www.zalora.sg/mango-beaded-shirt-white-1228342.html","Beaded Shirt","Mango","S$ 89.90","- Beaded applique long sleeve shirt
- Sizing runs one size larger
- Collared neckline
- Unlined
- Relaxed fit
- Front button fastening
- Cotton blend","85% Cotton, 15% Linen","White","Tops"
"1573757942-15430","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","39% OFFSuperdryRicky Cami TopS$ 59.00NOW S$ 35.90UK Sizes:1012","https://www.zalora.sg/superdry-ricky-cami-top-black-1103578.html","Ricky Cami Top","Superdry","S$ 59.00","- Strappy top with multi-tone pattern
- Unlined
- Round neckline
- Regular fit
- Viscose
- Model wears a UK 8 and is 176cm tall","100% Viscose","Black Geo","Tops"
"1573748456-13046","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","49% OFFCalliNikki Frill TopS$ 80.90NOW S$ 40.90AUS Sizes:81014","https://www.zalora.sg/calli-nikki-frill-top-white-1171701.html","Nikki Frill Top","Calli","S$ 80.90","- Ruffled V-neck blouse
- Unlined
- V neckline
- Long sleeves
- Regular fit 
- Button up fastening
- Polyester","100% Polyester","Cream","Tops"
"1573764946-16735","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","ZariyaLong Sleeve Muslimah TopS$ 32.90EU Sizes:3638404244","https://www.zalora.sg/zariya-long-sleeve-muslimah-top-blue-1042171.html","Long Sleeve Muslimah Top","Zariya","S$ 32.90","- Long sleeve printed button front top
- Mandarin collar
- Unlined
- Regular fit
- Front button fastening
- Polyblend
- Model wears a size 36 and is 172cm tall","Blend","Blue","Tops"
"1573751935-13982","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","62% OFFSomething BorrowedSleeveless Babydoll Flare TopS$ 29.90NOW S$ 11.40International Sizes:XSSMLXL","https://www.zalora.sg/something-borrowed-sleeveless-babydoll-flare-top-grey-999839.html","Sleeveless Babydoll Flare Top","Something Borrowed","S$ 29.90","- Sleeveless babydoll top with frilled waistline
- Collared neckline
- Unlined
- Regular fit
- Button fastening
- Polyester
- Model wears an S and is 174cm tall","Polyester","Light Grey","Tops"
"1573758157-15472","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","10% OFFPiecesIbber Short Sleeve TopS$ 49.00NOW S$ 43.90International Sizes:XSSML","https://www.zalora.sg/pieces-ibber-short-sleeve-top-white-1262668.html","Ibber Short Sleeve Top","Pieces","S$ 49.00","- Solid tone sheer lace panel top
- V neckline
- Unlined
- Regular fit
- Front button fastening
- Polyester
- Model wears an S and is 173cm tall","100% Polyester","Cloud Dancer","Tops"
"1573749076-13215","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","34% OFFDorothy PerkinsOchre Spot Button Cami TopS$ 46.90NOW S$ 30.90Available in several sizes","https://www.zalora.sg/dorothy-perkins-ochre-spot-button-cami-top-white-1182931.html","Ochre Spot Button Cami Top","Dorothy Perkins","S$ 46.90","- Tank top with fake buttons
- Scoop neckline
- Regular fit
- Slip on style
- Self-tie shoulder closures
- Cotton
- Model wears a UK 8 and is 178cm tall","100% Cotton","CREAM","Tops"
"1573752002-13999","https://www.zalora.sg/women/clothing/fashion-tops/?from=header","Under ArmourUA Vanish Long Sleeve TopS$ 79.00International Sizes:XSSML","https://www.zalora.sg/under-armour-ua-vanish-long-sleeve-top-white-1033248.html","UA Vanish Long Sleeve Top","Under Armour","S$ 79.00","- Best for training
- Solid tone long sleeve training top
- Round neckline
- Unlined
- Regular fit
- Slip on style
- Jacquard mesh back & front panels deliver extra breathability
- Cute slightly cropped silhouette hits right at the hip for the perfect coverage
- Built-in thumbholes help keep sleeves secure
- Super-silky performance fabric with staying power stretches without sacrificing support & conceals without looking big & bulky
- Polyester
- Model wears an S and is 170cm tall","100% Polyester","White/White/Tonal","Tops"
